营养素,糖,属于,营养素,碳水化合物
水果类,香蕉,富含,非营养素,胡罗卜素
水果类,香蕉,富含,营养素,维生素B1
水果类,香蕉,富含,营养素,维生素B2
水果类,香蕉,富含,营养素,维生素C
水果类,香蕉,有利于,疾病,高血压
营养素,钾,有利于,疾病,高血压
谷类,高粱,富含,营养素,色氨酸
谷类,高粱,富含,营养素,赖氨酸
谷类,高粱,富含,营养素,矿物质
谷类,高粱,富含,营养素,维生素
谷类,高粱,富含,营养素,钙
谷类,高粱,富含,营养素,磷
谷类,高粱,富含,营养素,维生素B1
谷类,高粱,富含,营养素,维生素B6
谷类,高粱,富含,营养素,烟酸
谷类,高粱,富含,营养素,饱和脂肪酸
谷类,大豆,富含,营养素,赖氨酸
谷类,大豆,富含,营养素,不饱和脂肪酸
谷类,大豆,富含,营养素,亚油酸
谷类,大豆,富含,营养素,油酸
谷类,大豆,富含,营养素,维生素E
谷类,大豆,富含,非营养素,类胡罗卜素
谷类,大豆,富含,营养素,铁
谷类,大豆,富含,营养素,锰
谷类,大豆,富含,营养素,锌
谷类,大豆,富含,营养素,铜
谷类,大豆,富含,营养素,硒
谷类,大豆,富含,营养素,维生素B1
谷类,大豆,富含,营养素,维生素B2
谷类,大豆,富含,营养素,钙
谷类,大豆,富含,营养素,磷
谷类,大豆,有利于,疾病,心血管疾病
谷类,大豆,有利于,疾病,肿瘤
谷类,大豆,富含,营养素,色氨酸
谷类,大豆,有利于,疾病,便秘
谷类,大豆,有利于,疾病,腹泻
谷类,大豆,富含,营养素,维生素E
谷类,花生,富含,营养素,油酸
营养素,油酸,有利于,疾病,心血管疾病
谷类,花生,有利于,疾病,高血脂
畜类,瘦肉,富含,畜类,猪肉
畜类,肥肉,富含,畜类,猪肉
畜类,肥肉,富含,营养素,脂肪
畜类,瘦肉,富含,营养素,蛋白质
畜类,瘦肉,富含,营养素,维生素B1
畜类,瘦肉,富含,营养素,维生素B2
畜类,瘦肉,富含,营养素,磷
畜类,瘦肉,富含,营养素,钙
畜类,瘦肉,富含,营养素,铁
畜类,牛肉,富含,营养素,肌氨酸
畜类,牛肉,富含,营养素,维生素B6
畜类,牛肉,富含,营养素,亚油酸
畜类,牛肉,富含,营养素,肉毒碱
畜类,牛肉,富含,营养素,钾
畜类,牛肉,富含,营养素,锌
畜类,牛肉,富含,营养素,镁
畜类,牛肉,富含,营养素,铁
畜类,牛肉,富含,营养素,丙氨酸
畜类,牛肉,富含,营养素,维生素B12
鱼虾蟹贝类,鲫鱼,有利于,特殊人群,孕妇
鱼虾蟹贝类,鲫鱼,属于,鱼虾蟹贝类,鱼
鱼虾蟹贝类,鱼,富含,营养素,完全蛋白质
鱼虾蟹贝类,完全蛋白质,属于,营养素,蛋白质
鱼虾蟹贝类,鱼,富含,营养素,不饱和脂肪酸
鱼虾蟹贝类,鱼,富含,营养素,磺
鱼虾蟹贝类,鱼,富含,营养素,磷
鱼虾蟹贝类,鱼,富含,营养素,钙
鱼虾蟹贝类,鱼,富含,营养素,铁
鱼虾蟹贝类,鱼,富含,营养素,维生素A
鱼虾蟹贝类,鱼,富含,营养素,维生素D
鱼虾蟹贝类,鱼,富含,营养素,维生素B1
鱼虾蟹贝类,鱼,富含,营养素,尼克酸
鱼虾蟹贝类,鱼,有利于,疾病,高血脂
鱼虾蟹贝类,鱼,有利于,疾病,糖尿病
鱼虾蟹贝类,鱼,有利于,疾病,高血压
鱼虾蟹贝类,鱼,有利于,疾病,卵磷脂
鱼虾蟹贝类,鱼,有利于,疾病,骨质疏松症
鱼虾蟹贝类,鱼,有利于,特殊人群,老年人
鱼虾蟹贝类,鱼,不利于,疾病,血友病
鱼虾蟹贝类,鱼,不利于,营养素,维生素K
鱼虾蟹贝类,鱼,不利于,疾病,结核
鱼虾蟹贝类,海鱼,不利于,特殊人群,孕妇
鱼虾蟹贝类,海鱼,属于,鱼虾蟹贝类,鱼
鱼虾蟹贝类,虾,相克,水果类,葡萄
鱼虾蟹贝类,虾,相克,水果类,石榴
鱼虾蟹贝类,虾,相克,水果类,山楂
鱼虾蟹贝类,虾,相克,水果类,柿子
鱼虾蟹贝类,虾,富含,营养素,钙
鱼虾蟹贝类,虾,富含,营养素,甲壳质
营养素,甲壳质,属于,营养素,多糖
鱼虾蟹贝类,虾,富含,营养素,镁
鱼虾蟹贝类,虾,有利于,疾病,高血压
鱼虾蟹贝类,虾,有利于,疾病,心肌梗死
鱼虾蟹贝类,虾,有利于,疾病,心血管疾病
鱼虾蟹贝类,虾,有利于,疾病,动脉硬化症
蔬菜类,茄子,富含,营养素,维生素P
蔬菜类,茄子,富含,营养素,磷
蔬菜类,茄子,富含,营养素,钙
蔬菜类,茄子,富含,营养素,钾
蔬菜类,茄子,富含,营养素,维生素C
蔬菜类,茄子,富含,疾病,痛经
蔬菜类,茄子,富含,疾病,胃炎
蔬菜类,茄子,富含,疾病,高血脂
蔬菜类,茄子,富含,疾病,高血压
蔬菜类,茄子,不利于,疾病,腹泻
蔬菜类,茄子,不利于,特殊人群,孕妇
蔬菜类,茄子,不利于,特殊人群,老人
蔬菜类,茄子,不利于,疾病,肥胖
蔬菜类,茄子,不利于,疾病,哮喘
蔬菜类,生菜,有利于,疾病,胃癌
蔬菜类,生菜,有利于,疾病,肝癌
蔬菜类,生菜,有利于,营养素,维生素E
蔬菜类,生菜,有利于,非营养素,胡萝卜素
蔬菜类,生菜,有利于,器官,视力
蔬菜类,生菜,有利于,非营养素,膳食纤维
蔬菜类,生菜,有利于,疾病,肥胖
蔬菜类,生菜,富含,非营养素,β胡罗卜素
蔬菜类,生菜,富含,营养素,维生素B1
蔬菜类,生菜,富含,营养素,维生素B6
蔬菜类,生菜,富含,营养素,维生素E
蔬菜类,生菜,富含,营养素,维生素C
蔬菜类,生菜,富含,营养素,镁
蔬菜类,生菜,富含,营养素,磷
蔬菜类,生菜,富含,营养素,钙
营养素,维生素P,属于,营养素,维生素
营养素,米谷蛋白,属于,营养素,蛋白质
蔬菜类,姜,富含,非营养素,胡萝卜素
蔬菜类,姜,富含,营养素,钙
蔬菜类,姜,富含,营养素,铁
蔬菜类,姜,富含,营养素,磷
蔬菜类,姜,有利于,症状,腹痛
蔬菜类,姜,有利于,症状,腹泻
蔬菜类,姜,有利于,疾病,风寒
蔬菜类,姜,有利于,疾病,肿瘤
菌藻类,金针菇,富含,营养素,维生素B1
菌藻类,金针菇,富含,营养素,维生素B2
菌藻类,金针菇,富含,营养素,维生素C
菌藻类,金针菇,富含,营养素,钙
菌藻类,金针菇,富含,营养素,磷
菌藻类,金针菇,富含,营养素,铁
菌藻类,金针菇,富含,营养素,精氨酸
菌藻类,金针菇,富含,营养素,赖氨酸
菌藻类,金针菇,有利于,器官,肝
菌藻类,金针菇,有利于,器官,肠胃
菌藻类,金针菇,有利于,器官,肿瘤
菌藻类,金针菇,富含,营养素,金针菇多糖
营养素,金针菇多糖,富含,营养素,多糖
营养素,金针菇多糖,有利于,疾病,癌症
营养素,金针菇多糖,有利于,疾病,肿瘤
菌藻类,金针菇,富含,非营养素,膳食纤维
非营养素,膳食纤维,有利于,疾病,肥胖
菌藻类,金针菇,有利于,疾病,高血脂
菌藻类,香菇,富含,营养素,不饱和脂肪酸
菌藻类,香菇,富含,营养素,亚油酸
菌藻类,香菇,富含,营养素,油酸
菌藻类,香菇,有利于,疾病,高血脂
菌藻类,香菇,富含,营养素,钙
菌藻类,香菇,富含,营养素,磷
菌藻类,香菇,富含,营养素,铁
菌藻类,香菇,富含,营养素,锰
菌藻类,香菇,富含,营养素,锌
菌藻类,香菇,富含,营养素,铜
菌藻类,香菇,富含,营养素,镁
菌藻类,香菇,富含,营养素,硒
菌藻类,香菇,富含,营养素,多糖
菌藻类,香菇,富含,营养素,葡萄糖
菌藻类,香菇,富含,营养素,糖原
菌藻类,香菇,有利于,疾病,佝偻病
菌藻类,香菇,富含,营养素,香菇多糖
营养素,香菇多糖,有利于,疾病,肿瘤
营养素,香菇多糖,有利于,疾病,胃癌
营养素,香菇多糖,有利于,疾病,鼻咽癌
营养素,香菇多糖,有利于,疾病,直肠癌
营养素,香菇多糖,有利于,疾病,乳腺癌
菌藻类,香菇,有利于,特殊人群,孕妇
菌藻类,香菇,有利于,疾病,高血压
菌藻类,香菇,有利于,疾病,心脑血管疾病
菌藻类,香菇,有利于,疾病,肝病
菌藻类,香菇,有利于,疾病,贫血
营养素,铁,有利于,疾病,贫血
营养素,铁,有利于,疾病,佝偻病
营养素,亚麻酸,属于,营养素,不饱和脂肪酸
营养素,油酸,属于,营养素,不饱和脂肪酸
营养素,完全蛋白质,属于,营养素,蛋白质
营养素,饱和脂肪酸,属于,营养素,脂类
营养素,维生素B1,属于,营养素,B族维生素
营养素,维生素B2,属于,营养素,B族维生素
营养素,尼克酸,属于,营养素,B族维生素
营养素,泛酸,属于,营养素,B族维生素
营养素,维生素B6,属于,营养素,B族维生素
营养素,叶酸,属于,营养素,B族维生素
营养素,维生素B12,属于,营养素,B族维生素
营养素,生物素,属于,营养素,B族维生素
营养素,胆碱,属于,营养素,B族维生素
营养素,必须氨基酸,属于,营养素,氨基酸
营养素,苯丙氨酸,属于,营养素,必须氨基酸
营养素,亮氨酸,属于,营养素,必须氨基酸
营养素,赖氨酸,属于,营养素,必须氨基酸
营养素,蛋氨酸,属于,营养素,必须氨基酸
营养素,异亮氨酸,属于,营养素,必须氨基酸
营养素,苏氨酸,属于,营养素,必须氨基酸
营养素,色氨酸,属于,营养素,必须氨基酸
营养素,硫磺酸,属于,营养素,氨基酸
营养素,氨基酸,组成成分,营养素,蛋白质
乳类,乳汁,富含,营养素,牛磺酸
营养素,牛磺酸,有利于,疾病,心律失常
营养素,牛磺酸,有利于,疾病,心肌缺血
营养素,牛磺酸,有利于,器官,视力
畜类,鸡肉,富含,营养素,牛磺酸
畜类,牛肉,富含,营养素,牛磺酸
畜类,猪肉,富含,营养素,牛磺酸
鱼虾蟹贝类,金枪鱼,富含,营养素,牛磺酸
鱼虾蟹贝类,虾,富含,营养素,牛磺酸
鱼虾蟹贝类,扇贝,富含,营养素,牛磺酸
鱼虾蟹贝类,鱿鱼,富含,营养素,牛磺酸
乳类,牛奶,富含,营养素,牛磺酸
营养素,精氨酸,有利于,疾病,肿瘤
营养素,精氨酸,有利于,疾病,败血病
营养素,精氨酸,有利于,疾病,冠心病
干豆类,蚕豆,富含,营养素,精氨酸
干豆类,黄豆,富含,营养素,精氨酸
干豆类,核桃,富含,营养素,精氨酸
干豆类,花生,富含,营养素,精氨酸
畜类,牛肉,富含,营养素,精氨酸
畜类,鸡肉,富含,营养素,精氨酸
鱼虾蟹贝类,干贝,富含,营养素,精氨酸
鱼虾蟹贝类,墨鱼,富含,营养素,精氨酸
鱼虾蟹贝类,虾,富含,营养素,精氨酸
营养素,谷氨酰胺,有利于,器官,胰腺
营养素,谷氨酰胺,有利于,器官,肠道
营养素,谷氨酰胺,属于,营养素,氨基酸
营养素,谷胱甘肽,属于,营养素,蛋白质
疾病,冠心病,属于,疾病,心脑血管疾病
疾病,心脑血管疾病,导致,症状,胸闷
疾病,心脑血管疾病,导致,症状,心悸
疾病,心脑血管疾病,导致,症状,心律不齐
疾病,心脑血管疾病,导致,症状,胸闷
疾病,心脑血管疾病,导致,症状,水肿
疾病,高血压,属于,疾病,心脑血管疾病
疾病,高血脂,属于,疾病,心脑血管疾病
疾病,脑卒中,别名,疾病,中风
疾病,脑卒中,属于,疾病,心脑血管疾病
乳类,酸奶,相克,水果类,香蕉
乳类,酸奶,相克,大豆类,黄豆
乳类,酸奶,富含,营养素,钙
乳类,酸奶,富含,营养素,维生素
营养素,乳糖,促进吸收,营养素,钙
营养素,乳糖,促进吸收,营养素,铁
营养素,乳糖,促进吸收,营养素,锌
乳类,牛奶,富含,营养素,钙
乳类,牛奶,富含,营养素,磷
乳类,牛奶,富含,营养素,钾
乳类,牛奶,富含,营养素,硫
乳类,牛奶,富含,营养素,镁
乳类,牛奶,富含,营养素,铜
乳类,牛奶,富含,营养素,锌
乳类,牛奶,富含,营养素,锰
营养素,香菇多糖,属于,营养素,植物多糖
营养素,磺,属于,营养素,矿物质
营养素,丙氨酸,属于,营养素,氨基酸
营养素,肉毒碱,属于,营养素,氨基酸
营养素,醇溶谷蛋白,属于,营养素,蛋白质
营养素,谷蛋白,属于,营养素,蛋白质
营养素,维生素B3,属于,营养素,维生素
营养素,维生素B3,属于,营养素,烟酸
营养素,精氨酸,属于,营养素,氨基酸
营养素,肌氨酸,属于,营养素,氨基酸
营养素,牛磺酸,属于,营养素,氨基酸
大豆类,花生,有利于,疾病,糖尿病
坚果类,核桃,有利于,疾病,糖尿病
坚果类,榛子,有利于,疾病,糖尿病
坚果类,核桃,有利于,特殊人群,儿童
坚果类,核桃,富含,营养素,钙
坚果类,核桃,富含,营养素,铁
坚果类,核桃,富含,营养素,磷
坚果类,核桃,富含,营养素,锌
坚果类,核桃,富含,营养素,亚油酸
坚果类,核桃,有利于,疾病,心血管疾病
坚果类,核桃,富含,非营养素,胡罗卜素
坚果类,核桃,富含,营养素,脂肪酸
坚果类,核桃,富含,营养素,维生素E
营养素,维生素E,有利于,特殊人群,孕妇
坚果类,核桃,富含,营养素,维生素B
坚果类,核桃,有利于,疾病,缺铁性贫血
坚果类,榛子,富含,营养素,不饱和脂肪酸
坚果类,榛子,富含,营养素,维生素E
营养素, 维生素E,有利于,疾病,血管硬化
坚果类,榛子,富含,营养素,紫衫酚
营养素,紫衫酚,有利于,疾病,卵巢癌
营养素,紫衫酚,有利于,疾病,乳腺癌
坚果类,榛子,有利于,疾病,心脑血管疾病
坚果类,榛子,富含,营养素,镁
坚果类,榛子,富含,营养素,钙
坚果类,榛子,富含,营养素,钾
坚果类,榛子,有利于,疾病,高血压
坚果类,榛子,有利于,器官,视力
营养素,辅酶q10,有利于,疾病,心血管疾病
营养素,精氨酸,有利于,疾病,心血管疾病
营养素,叶酸,有利于,疾病,心血管疾病
菌藻类,黑木耳,有利于,疾病,心血管疾病
蔬菜类,大蒜,有利于,疾病,心血管疾病
蔬菜类,洋葱,有利于,疾病,心血管疾病
蔬菜类,菠菜,富含,营养素,辅酶q10
蔬菜类,花椰菜,富含,营养素,辅酶q10
畜类,牛肉,富含,营养素,辅酶q11
畜类,猪肝,富含,营养素,辅酶q12
畜类,鹿茸,富含,营养素,精氨酸
蔬菜类,菠菜,富含,营养素,叶酸
蔬菜类,芦荟,富含,营养素,叶酸
蔬菜类,苹果,富含,营养素,叶酸
畜类,猪油,不利于,疾病,心血管疾病
畜类,牛油,不利于,疾病,心血管疾病
乳类,奶油,不利于,疾病,心血管疾病
蛋类,蛋黄,不利于,疾病,心血管疾病
畜类,肥肉,不利于,疾病,心血管疾病
蔬菜类,花椰菜,有利于,疾病,心血管疾病
蔬菜类,菠菜,有利于,疾病,心血管疾病
蔬菜类,花椰菜,富含,营养素,叶酸
蔬菜类,菠菜,富含,营养素,叶酸
水果类,橘子,富含,营养素,叶酸
蛋类,蛋黄,富含,营养素,卵磷脂
乳类,牛奶,富含,营养素,卵磷脂
大豆类,大豆,富含,营养素,卵磷脂
乳类,酵母,富含,营养素,卵磷脂
营养素,卵磷脂,有利于,器官,大脑
营养素,卵磷脂,有利于,疾病,高血脂
营养素,卵磷脂,有利于,疾病,冠心病
营养素,卵磷脂,有利于,器官,心脏
